instant,dteday,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month,year
10045,2012-02-28,Springer,0,Tuesday,1,1,0.36,0.3636,0.32,0.1045,16,174,190,February,2012
10046,2012-02-28,Springer,0,Tuesday,1,1,0.4,0.4091,0.28,0.1045,13,121,134,February,2012
10047,2012-02-28,Springer,0,Tuesday,1,1,0.42,0.4242,0.26,0.0896,17,149,166,February,2012
10048,2012-02-28,Springer,0,Tuesday,1,1,0.42,0.4242,0.28,0.0896,17,270,287,February,2012
10049,2012-02-28,Springer,0,Tuesday,1,1,0.42,0.4242,0.26,0.0896,33,497,530,February,2012
10050,2012-02-28,Springer,0,Tuesday,1,1,0.42,0.4242,0.28,0.1642,17,432,449,February,2012
10051,2012-02-28,Springer,0,Tuesday,1,1,0.42,0.4242,0.26,0.0,15,291,306,February,2012
10052,2012-02-28,Springer,0,Tuesday,1,1,0.4,0.4091,0.3,0.1343,2,202,204,February,2012
10053,2012-02-28,Springer,0,Tuesday,1,1,0.34,0.3485,0.46,0.1045,10,178,188,February,2012
10054,2012-02-28,Springer,0,Tuesday,1,1,0.34,0.3485,0.46,0.1045,6,95,101,February,2012
10055,2012-02-28,Springer,0,Tuesday,1,1,0.32,0.303,0.53,0.2239,4,61,65,February,2012
10056,2012-02-29,Springer,0,Wednesday,1,1,0.32,0.3333,0.53,0.1045,2,30,32,February,2012
10057,2012-02-29,Springer,0,Wednesday,1,1,0.32,0.3333,0.49,0.1045,0,6,6,February,2012
10058,2012-02-29,Springer,0,Wednesday,1,1,0.3,0.2879,0.56,0.2239,0,4,4,February,2012
10059,2012-02-29,Springer,0,Wednesday,1,1,0.28,0.303,0.7,0.0896,0,2,2,February,2012
10060,2012-02-29,Springer,0,Wednesday,1,1,0.26,0.2879,0.75,0.0896,0,29,29,February,2012
10061,2012-02-29,Springer,0,Wednesday,1,2,0.28,0.303,0.75,0.0896,4,100,104,February,2012
10062,2012-02-29,Springer,0,Wednesday,1,2,0.26,0.2727,0.81,0.1343,11,242,253,February,2012
10063,2012-02-29,Springer,0,Wednesday,1,2,0.28,0.2879,0.75,0.1045,2,114,116,February,2012
10064,2012-02-29,Springer,0,Wednesday,1,3,0.3,0.303,0.81,0.1642,5,33,38,February,2012
10065,2012-02-29,Springer,0,Wednesday,1,3,0.3,0.303,0.81,0.1642,0,10,10,February,2012
10066,2012-02-29,Springer,0,Wednesday,1,3,0.3,0.2879,0.87,0.194,1,9,10,February,2012
10067,2012-02-29,Springer,0,Wednesday,1,3,0.32,0.303,0.93,0.3284,1,69,70,February,2012
10068,2012-02-29,Springer,0,Wednesday,1,2,0.36,0.3333,0.93,0.3582,4,72,76,February,2012
10069,2012-02-29,Springer,0,Wednesday,1,2,0.36,0.3333,0.93,0.3582,2,54,56,February,2012
10070,2012-02-29,Springer,0,Wednesday,1,2,0.4,0.4091,0.82,0.2836,3,87,90,February,2012
10071,2012-02-29,Springer,0,Wednesday,1,3,0.4,0.4091,0.82,0.2239,5,162,167,February,2012
10072,2012-02-29,Springer,0,Wednesday,1,2,0.4,0.4091,0.87,0.1642,7,246,253,February,2012
10073,2012-02-29,Springer,0,Wednesday,1,3,0.4,0.4091,0.87,0.0,11,181,192,February,2012
10074,2012-02-29,Springer,0,Wednesday,1,2,0.4,0.4091,0.87,0.1045,0,102,102,February,2012
10075,2012-02-29,Springer,0,Wednesday,1,3,0.42,0.4242,0.88,0.1642,2,95,97,February,2012
10076,2012-02-29,Springer,0,Wednesday,1,3,0.42,0.4242,0.88,0.1642,0,39,39,February,2012
10077,2012-02-29,Springer,0,Wednesday,1,3,0.42,0.4242,0.94,0.2537,2,53,55,February,2012
10078,2012-02-29,Springer,0,Wednesday,1,3,0.42,0.4242,0.94,0.2537,3,30,33,February,2012
10079,2012-03-01,Springer,0,Thursday,1,2,0.42,0.4242,0.94,0.0,1,10,11,March,2012
10080,2012-03-01,Springer,0,Thursday,1,3,0.46,0.4545,0.94,0.1045,0,12,12,March,2012
10081,2012-03-01,Springer,0,Thursday,1,2,0.46,0.4545,0.94,0.2836,0,6,6,March,2012
10082,2012-03-01,Springer,0,Thursday,1,1,0.46,0.4545,0.94,0.2239,0,3,3,March,2012
10083,2012-03-01,Springer,0,Thursday,1,1,0.48,0.4697,0.88,0.194,0,5,5,March,2012
10084,2012-03-01,Springer,0,Thursday,1,1,0.48,0.4697,0.88,0.1642,0,18,18,March,2012
10085,2012-03-01,Springer,0,Thursday,1,2,0.42,0.4242,0.94,0.0,2,107,109,March,2012
10086,2012-03-01,Springer,0,Thursday,1,2,0.44,0.4394,0.94,0.1343,8,296,304,March,2012
10087,2012-03-01,Springer,0,Thursday,1,1,0.42,0.4242,0.94,0.1343,15,579,594,March,2012
10088,2012-03-01,Springer,0,Thursday,1,1,0.46,0.4545,0.77,0.2537,5,281,286,March,2012
10089,2012-03-01,Springer,0,Thursday,1,1,0.52,0.5,0.55,0.1642,11,122,133,March,2012
10090,2012-03-01,Springer,0,Thursday,1,1,0.56,0.5303,0.43,0.194,19,149,168,March,2012
10091,2012-03-01,Springer,0,Thursday,1,1,0.56,0.5303,0.37,0.2239,16,204,220,March,2012
10092,2012-03-01,Springer,0,Thursday,1,1,0.58,0.5455,0.32,0.2537,24,187,211,March,2012
10093,2012-03-01,Springer,0,Thursday,1,1,0.58,0.5455,0.35,0.2239,37,174,211,March,2012
10094,2012-03-01,Springer,0,Thursday,1,1,0.6,0.6212,0.31,0.2537,31,192,223,March,2012
10095,2012-03-01,Springer,0,Thursday,1,1,0.58,0.5455,0.32,0.2985,38,323,361,March,2012
10096,2012-03-01,Springer,0,Thursday,1,1,0.56,0.5303,0.35,0.2985,49,551,600,March,2012
10097,2012-03-01,Springer,0,Thursday,1,1,0.54,0.5152,0.34,0.3582,27,498,525,March,2012
10098,2012-03-01,Springer,0,Thursday,1,1,0.48,0.4697,0.41,0.3284,11,317,328,March,2012
10099,2012-03-01,Springer,0,Thursday,1,1,0.44,0.4394,0.44,0.4179,12,242,254,March,2012
10100,2012-03-01,Springer,0,Thursday,1,1,0.42,0.4242,0.47,0.4627,7,190,197,March,2012
10101,2012-03-01,Springer,0,Thursday,1,1,0.38,0.3939,0.5,0.2537,3,123,126,March,2012
10102,2012-03-01,Springer,0,Thursday,1,1,0.36,0.3485,0.5,0.2239,9,76,85,March,2012
10103,2012-03-02,Springer,0,Friday,1,1,0.34,0.3333,0.53,0.1642,1,45,46,March,2012
10104,2012-03-02,Springer,0,Friday,1,1,0.34,0.3182,0.49,0.2239,2,18,20,March,2012
10105,2012-03-02,Springer,0,Friday,1,1,0.34,0.3182,0.53,0.2836,2,4,6,March,2012
10106,2012-03-02,Springer,0,Friday,1,1,0.32,0.3182,0.57,0.194,0,3,3,March,2012
10107,2012-03-02,Springer,0,Friday,1,1,0.32,0.3485,0.61,0.0,0,2,2,March,2012
10108,2012-03-02,Springer,0,Friday,1,1,0.3,0.3333,0.7,0.0,0,24,24,March,2012
10109,2012-03-02,Springer,0,Friday,1,1,0.3,0.3333,0.7,0.0,4,88,92,March,2012
10110,2012-03-02,Springer,0,Friday,1,1,0.3,0.3333,0.7,0.0,4,258,262,March,2012
10111,2012-03-02,Springer,0,Friday,1,1,0.28,0.303,0.75,0.0896,16,533,549,March,2012
10112,2012-03-02,Springer,0,Friday,1,1,0.3,0.3333,0.81,0.0,15,299,314,March,2012
10113,2012-03-02,Springer,0,Friday,1,1,0.36,0.3485,0.5,0.1642,14,118,132,March,2012
10114,2012-03-02,Springer,0,Friday,1,1,0.38,0.3939,0.46,0.194,40,154,194,March,2012
10115,2012-03-02,Springer,0,Friday,1,1,0.4,0.4091,0.43,0.1642,40,194,234,March,2012
10116,2012-03-02,Springer,0,Friday,1,1,0.42,0.4242,0.44,0.2239,31,191,222,March,2012
10117,2012-03-02,Springer,0,Friday,1,2,0.44,0.4394,0.44,0.2836,29,176,205,March,2012
10118,2012-03-02,Springer,0,Friday,1,2,0.42,0.4242,0.5,0.2985,5,73,78,March,2012
10119,2012-03-02,Springer,0,Friday,1,3,0.4,0.4091,0.58,0.2985,1,49,50,March,2012
10120,2012-03-02,Springer,0,Friday,1,3,0.36,0.3485,0.81,0.2239,5,123,128,March,2012
10121,2012-03-02,Springer,0,Friday,1,3,0.36,0.3485,0.87,0.194,6,154,160,March,2012
10122,2012-03-02,Springer,0,Friday,1,3,0.36,0.3485,0.87,0.194,12,162,174,March,2012
10123,2012-03-02,Springer,0,Friday,1,2,0.36,0.3485,0.87,0.194,7,93,100,March,2012
10124,2012-03-02,Springer,0,Friday,1,3,0.36,0.3636,0.87,0.0896,2,99,101,March,2012
10125,2012-03-02,Springer,0,Friday,1,2,0.36,0.3788,0.87,0.0,6,69,75,March,2012
10126,2012-03-02,Springer,0,Friday,1,2,0.36,0.3788,0.87,0.0,4,19,23,March,2012
10127,2012-03-03,Springer,0,Saturday,0,3,0.36,0.3636,0.93,0.0896,1,21,22,March,2012
10128,2012-03-03,Springer,0,Saturday,0,3,0.36,0.3788,0.93,0.0,0,44,44,March,2012
10129,2012-03-03,Springer,0,Saturday,0,3,0.36,0.3636,0.93,0.0896,4,34,38,March,2012
10130,2012-03-03,Springer,0,Saturday,0,2,0.36,0.3485,0.93,0.1642,1,20,21,March,2012
10131,2012-03-03,Springer,0,Saturday,0,2,0.36,0.3485,0.93,0.194,0,2,2,March,2012
10132,2012-03-03,Springer,0,Saturday,0,2,0.36,0.3636,0.93,0.0896,1,1,2,March,2012
10133,2012-03-03,Springer,0,Saturday,0,2,0.36,0.3636,0.93,0.0896,1,6,7,March,2012
10134,2012-03-03,Springer,0,Saturday,0,2,0.36,0.3485,0.93,0.1343,2,14,16,March,2012
10135,2012-03-03,Springer,0,Saturday,0,3,0.36,0.3788,0.93,0.0,2,46,48,March,2012
10136,2012-03-03,Springer,0,Saturday,0,3,0.38,0.3939,0.87,0.0896,7,87,94,March,2012
10137,2012-03-03,Springer,0,Saturday,0,2,0.4,0.4091,0.87,0.0,31,137,168,March,2012
10138,2012-03-03,Springer,0,Saturday,0,2,0.4,0.4091,0.87,0.0896,33,181,214,March,2012
10139,2012-03-03,Springer,0,Saturday,0,2,0.42,0.4242,0.67,0.2537,47,252,299,March,2012
10140,2012-03-03,Springer,0,Saturday,0,1,0.44,0.4394,0.51,0.2836,87,252,339,March,2012
10141,2012-03-03,Springer,0,Saturday,0,2,0.46,0.4545,0.44,0.3582,151,279,430,March,2012
10142,2012-03-03,Springer,0,Saturday,0,1,0.48,0.4697,0.29,0.2985,145,254,399,March,2012
10143,2012-03-03,Springer,0,Saturday,0,1,0.5,0.4848,0.27,0.2985,167,300,467,March,2012
10144,2012-03-03,Springer,0,Saturday,0,1,0.5,0.4848,0.23,0.3284,106,279,385,March,2012
10145,2012-03-03,Springer,0,Saturday,0,1,0.5,0.4848,0.25,0.2537,53,250,303,March,2012
10146,2012-03-03,Springer,0,Saturday,0,1,0.46,0.4545,0.33,0.1642,34,191,225,March,2012
10147,2012-03-03,Springer,0,Saturday,0,1,0.44,0.4394,0.3,0.1343,28,121,149,March,2012
10148,2012-03-03,Springer,0,Saturday,0,1,0.46,0.4545,0.19,0.3284,24,130,154,March,2012
10149,2012-03-03,Springer,0,Saturday,0,1,0.44,0.4394,0.21,0.1343,19,115,134,March,2012
10150,2012-03-03,Springer,0,Saturday,0,1,0.42,0.4242,0.24,0.0,12,94,106,March,2012
10151,2012-03-04,Springer,0,Sunday,0,2,0.4,0.4091,0.3,0.3582,5,67,72,March,2012
10152,2012-03-04,Springer,0,Sunday,0,2,0.38,0.3939,0.34,0.194,16,60,76,March,2012
10153,2012-03-04,Springer,0,Sunday,0,2,0.36,0.3485,0.4,0.1642,14,66,80,March,2012
10154,2012-03-04,Springer,0,Sunday,0,2,0.36,0.3485,0.43,0.1343,5,21,26,March,2012
10155,2012-03-04,Springer,0,Sunday,0,2,0.34,0.3333,0.46,0.194,3,11,14,March,2012
10156,2012-03-04,Springer,0,Sunday,0,2,0.34,0.3182,0.46,0.2239,0,5,5,March,2012
10157,2012-03-04,Springer,0,Sunday,0,2,0.3,0.2727,0.52,0.2985,0,5,5,March,2012
10158,2012-03-04,Springer,0,Sunday,0,2,0.3,0.2727,0.52,0.2985,2,21,23,March,2012
10159,2012-03-04,Springer,0,Sunday,0,1,0.3,0.2727,0.52,0.3284,12,54,66,March,2012
10160,2012-03-04,Springer,0,Sunday,0,1,0.3,0.2727,0.49,0.4478,14,104,118,March,2012
10161,2012-03-04,Springer,0,Sunday,0,1,0.3,0.2727,0.49,0.3284,31,161,192,March,2012
10162,2012-03-04,Springer,0,Sunday,0,1,0.32,0.2879,0.45,0.3881,64,192,256,March,2012
10163,2012-03-04,Springer,0,Sunday,0,1,0.34,0.303,0.42,0.3582,71,256,327,March,2012
10164,2012-03-04,Springer,0,Sunday,0,1,0.36,0.3333,0.37,0.3582,108,256,364,March,2012
10165,2012-03-04,Springer,0,Sunday,0,1,0.36,0.3333,0.34,0.3582,106,226,332,March,2012
10166,2012-03-04,Springer,0,Sunday,0,1,0.36,0.3182,0.32,0.5224,82,252,334,March,2012
10167,2012-03-04,Springer,0,Sunday,0,1,0.36,0.3182,0.29,0.4925,68,231,299,March,2012
10168,2012-03-04,Springer,0,Sunday,0,1,0.34,0.2879,0.31,0.5522,49,214,263,March,2012
10169,2012-03-04,Springer,0,Sunday,0,1,0.32,0.2727,0.33,0.6119,20,164,184,March,2012
10170,2012-03-04,Springer,0,Sunday,0,1,0.3,0.2576,0.36,0.4925,12,120,132,March,2012
10171,2012-03-04,Springer,0,Sunday,0,1,0.28,0.2727,0.38,0.2537,8,80,88,March,2012
10172,2012-03-04,Springer,0,Sunday,0,1,0.28,0.2727,0.36,0.2239,9,70,79,March,2012
10173,2012-03-04,Springer,0,Sunday,0,1,0.26,0.2424,0.41,0.2537,9,53,62,March,2012
10174,2012-03-04,Springer,0,Sunday,0,1,0.26,0.2576,0.41,0.194,2,24,26,March,2012
10175,2012-03-05,Springer,0,Monday,1,1,0.24,0.2273,0.44,0.194,2,15,17,March,2012
10176,2012-03-05,Springer,0,Monday,1,1,0.24,0.2424,0.48,0.1343,3,3,6,March,2012
10177,2012-03-05,Springer,0,Monday,1,1,0.24,0.2424,0.48,0.1343,1,3,4,March,2012
10178,2012-03-05,Springer,0,Monday,1,1,0.22,0.2273,0.51,0.1642,0,1,1,March,2012
10179,2012-03-05,Springer,0,Monday,1,1,0.2,0.2273,0.55,0.0896,0,1,1,March,2012
10180,2012-03-05,Springer,0,Monday,1,1,0.2,0.2273,0.55,0.0896,1,17,18,March,2012
10181,2012-03-05,Springer,0,Monday,1,1,0.18,0.197,0.59,0.1343,2,89,91,March,2012
10182,2012-03-05,Springer,0,Monday,1,1,0.18,0.197,0.59,0.1343,7,253,260,March,2012
10183,2012-03-05,Springer,0,Monday,1,1,0.2,0.2273,0.59,0.1045,13,415,428,March,2012
10184,2012-03-05,Springer,0,Monday,1,2,0.22,0.2576,0.6,0.0896,11,186,197,March,2012
10185,2012-03-05,Springer,0,Monday,1,2,0.24,0.2576,0.6,0.0,12,74,86,March,2012
10186,2012-03-05,Springer,0,Monday,1,2,0.26,0.2727,0.56,0.1343,17,86,103,March,2012
10187,2012-03-05,Springer,0,Monday,1,2,0.26,0.303,0.52,0.0,15,122,137,March,2012
10188,2012-03-05,Springer,0,Monday,1,2,0.26,0.2576,0.55,0.2985,11,109,120,March,2012
10189,2012-03-05,Springer,0,Monday,1,2,0.28,0.2576,0.57,0.3582,13,115,128,March,2012
10190,2012-03-05,Springer,0,Monday,1,2,0.3,0.2879,0.53,0.194,20,110,130,March,2012
10191,2012-03-05,Springer,0,Monday,1,1,0.3,0.2727,0.45,0.2985,30,180,210,March,2012
10192,2012-03-05,Springer,0,Monday,1,3,0.3,0.2727,0.45,0.2985,11,376,387,March,2012
10193,2012-03-05,Springer,0,Monday,1,3,0.28,0.2273,0.55,0.6567,12,363,375,March,2012
10194,2012-03-05,Springer,0,Monday,1,1,0.26,0.2576,0.53,0.2239,6,220,226,March,2012
10195,2012-03-05,Springer,0,Monday,1,1,0.26,0.2273,0.37,0.4627,8,171,179,March,2012
10196,2012-03-05,Springer,0,Monday,1,1,0.26,0.2273,0.37,0.3881,4,116,120,March,2012
10197,2012-03-05,Springer,0,Monday,1,1,0.24,0.2121,0.35,0.3284,2,76,78,March,2012
10198,2012-03-05,Springer,0,Monday,1,1,0.22,0.1818,0.37,0.5821,2,29,31,March,2012
10199,2012-03-06,Springer,0,Tuesday,1,1,0.22,0.2121,0.37,0.2985,0,8,8,March,2012
10200,2012-03-06,Springer,0,Tuesday,1,1,0.2,0.197,0.44,0.2537,0,6,6,March,2012
10201,2012-03-06,Springer,0,Tuesday,1,1,0.2,0.197,0.44,0.2239,0,4,4,March,2012
10202,2012-03-06,Springer,0,Tuesday,1,1,0.18,0.1667,0.51,0.2836,0,1,1,March,2012
10203,2012-03-06,Springer,0,Tuesday,1,1,0.18,0.1667,0.51,0.2985,0,3,3,March,2012
10204,2012-03-06,Springer,0,Tuesday,1,1,0.18,0.1818,0.51,0.2239,0,25,25,March,2012
10205,2012-03-06,Springer,0,Tuesday,1,1,0.18,0.2121,0.51,0.1045,3,99,102,March,2012
10206,2012-03-06,Springer,0,Tuesday,1,1,0.16,0.1818,0.55,0.1343,5,270,275,March,2012
10207,2012-03-06,Springer,0,Tuesday,1,1,0.16,0.1818,0.59,0.1045,14,487,501,March,2012
10208,2012-03-06,Springer,0,Tuesday,1,1,0.22,0.2727,0.47,0.0,11,222,233,March,2012
10209,2012-03-06,Springer,0,Tuesday,1,1,0.24,0.2576,0.44,0.0,16,113,129,March,2012
10210,2012-03-06,Springer,0,Tuesday,1,1,0.26,0.2576,0.41,0.1642,20,110,130,March,2012
10211,2012-03-06,Springer,0,Tuesday,1,1,0.26,0.2727,0.41,0.1045,9,129,138,March,2012
10212,2012-03-06,Springer,0,Tuesday,1,1,0.3,0.303,0.39,0.1343,16,148,164,March,2012
10213,2012-03-06,Springer,0,Tuesday,1,1,0.32,0.303,0.36,0.2239,20,116,136,March,2012
10214,2012-03-06,Springer,0,Tuesday,1,1,0.34,0.303,0.36,0.2985,24,142,166,March,2012
10215,2012-03-06,Springer,0,Tuesday,1,1,0.36,0.3333,0.32,0.2836,22,228,250,March,2012
10216,2012-03-06,Springer,0,Tuesday,1,1,0.36,0.3333,0.34,0.2836,21,425,446,March,2012
10217,2012-03-06,Springer,0,Tuesday,1,1,0.34,0.303,0.42,0.3284,15,442,457,March,2012
10218,2012-03-06,Springer,0,Tuesday,1,1,0.34,0.303,0.46,0.2985,9,278,287,March,2012
10219,2012-03-06,Springer,0,Tuesday,1,1,0.32,0.3182,0.49,0.194,3,184,187,March,2012
10220,2012-03-06,Springer,0,Tuesday,1,1,0.32,0.3182,0.49,0.194,5,143,148,March,2012
10221,2012-03-06,Springer,0,Tuesday,1,1,0.28,0.2727,0.56,0.1642,5,101,106,March,2012
10222,2012-03-06,Springer,0,Tuesday,1,1,0.28,0.2727,0.61,0.2239,3,51,54,March,2012
10223,2012-03-07,Springer,0,Wednesday,1,1,0.28,0.2576,0.65,0.2836,3,12,15,March,2012
10224,2012-03-07,Springer,0,Wednesday,1,1,0.3,0.2727,0.61,0.2985,1,4,5,March,2012
10225,2012-03-07,Springer,0,Wednesday,1,1,0.3,0.2879,0.56,0.2836,0,4,4,March,2012
10226,2012-03-07,Springer,0,Wednesday,1,1,0.3,0.2727,0.56,0.3582,1,2,3,March,2012
10227,2012-03-07,Springer,0,Wednesday,1,1,0.28,0.2576,0.61,0.3284,0,3,3,March,2012
10228,2012-03-07,Springer,0,Wednesday,1,1,0.28,0.2576,0.56,0.2985,0,18,18,March,2012
10229,2012-03-07,Springer,0,Wednesday,1,1,0.28,0.2576,0.61,0.3881,4,104,108,March,2012
10230,2012-03-07,Springer,0,Wednesday,1,1,0.26,0.2273,0.65,0.3881,12,332,344,March,2012
10231,2012-03-07,Springer,0,Wednesday,1,1,0.28,0.2576,0.61,0.2985,12,554,566,March,2012
10232,2012-03-07,Springer,0,Wednesday,1,1,0.3,0.2727,0.61,0.3284,12,252,264,March,2012
10233,2012-03-07,Springer,0,Wednesday,1,1,0.36,0.3333,0.5,0.2985,20,127,147,March,2012
10234,2012-03-07,Springer,0,Wednesday,1,1,0.42,0.4242,0.38,0.2985,33,128,161,March,2012
10235,2012-03-07,Springer,0,Wednesday,1,1,0.44,0.4394,0.38,0.3881,40,175,215,March,2012
10236,2012-03-07,Springer,0,Wednesday,1,1,0.5,0.4848,0.34,0.4179,26,179,205,March,2012
10237,2012-03-07,Springer,0,Wednesday,1,1,0.52,0.5,0.36,0.3284,38,137,175,March,2012
10238,2012-03-07,Springer,0,Wednesday,1,1,0.54,0.5152,0.37,0.4478,44,165,209,March,2012
10239,2012-03-07,Springer,0,Wednesday,1,1,0.56,0.5303,0.37,0.4179,34,254,288,March,2012
10240,2012-03-07,Springer,0,Wednesday,1,1,0.56,0.5303,0.43,0.4925,58,554,612,March,2012
10241,2012-03-07,Springer,0,Wednesday,1,1,0.56,0.5303,0.4,0.4627,35,509,544,March,2012
10242,2012-03-07,Springer,0,Wednesday,1,1,0.54,0.5152,0.42,0.3582,16,345,361,March,2012
10243,2012-03-07,Springer,0,Wednesday,1,1,0.5,0.4848,0.51,0.2537,18,242,260,March,2012
10244,2012-03-07,Springer,0,Wednesday,1,1,0.44,0.4394,0.62,0.2537,11,177,188,March,2012
10245,2012-03-07,Springer,0,Wednesday,1,1,0.46,0.4545,0.59,0.2985,10,149,159,March,2012
10246,2012-03-07,Springer,0,Wednesday,1,1,0.44,0.4394,0.62,0.3284,4,58,62,March,2012
10247,2012-03-08,Springer,0,Thursday,1,1,0.44,0.4394,0.62,0.3284,11,35,46,March,2012
10248,2012-03-08,Springer,0,Thursday,1,1,0.46,0.4545,0.63,0.3284,4,17,21,March,2012
10249,2012-03-08,Springer,0,Thursday,1,1,0.46,0.4545,0.63,0.3881,6,5,11,March,2012
10250,2012-03-08,Springer,0,Thursday,1,1,0.46,0.4545,0.63,0.3881,0,3,3,March,2012
10251,2012-03-08,Springer,0,Thursday,1,1,0.44,0.4394,0.72,0.2836,0,2,2,March,2012
10252,2012-03-08,Springer,0,Thursday,1,1,0.42,0.4242,0.77,0.2239,1,28,29,March,2012
10253,2012-03-08,Springer,0,Thursday,1,1,0.42,0.4242,0.77,0.2537,4,105,109,March,2012
10254,2012-03-08,Springer,0,Thursday,1,1,0.42,0.4242,0.77,0.3582,8,326,334,March,2012
10255,2012-03-08,Springer,0,Thursday,1,1,0.44,0.4394,0.77,0.3881,12,573,585,March,2012
10256,2012-03-08,Springer,0,Thursday,1,1,0.46,0.4545,0.72,0.4627,19,282,301,March,2012
10257,2012-03-08,Springer,0,Thursday,1,1,0.5,0.4848,0.68,0.4627,19,119,138,March,2012
10258,2012-03-08,Springer,0,Thursday,1,2,0.54,0.5152,0.6,0.4627,48,156,204,March,2012
10259,2012-03-08,Springer,0,Thursday,1,2,0.56,0.5303,0.6,0.4478,27,224,251,March,2012
10260,2012-03-08,Springer,0,Thursday,1,2,0.6,0.6212,0.49,0.6418,35,198,233,March,2012
10261,2012-03-08,Springer,0,Thursday,1,2,0.62,0.6212,0.43,0.6418,48,155,203,March,2012
10262,2012-03-08,Springer,0,Thursday,1,1,0.64,0.6212,0.38,0.6866,24,161,185,March,2012
10263,2012-03-08,Springer,0,Thursday,1,2,0.62,0.6212,0.41,0.6418,37,305,342,March,2012
10264,2012-03-08,Springer,0,Thursday,1,1,0.62,0.6212,0.38,0.6567,52,545,597,March,2012
10265,2012-03-08,Springer,0,Thursday,1,2,0.62,0.6212,0.38,0.5522,45,545,590,March,2012
10266,2012-03-08,Springer,0,Thursday,1,2,0.6,0.6212,0.4,0.4478,21,395,416,March,2012
10267,2012-03-08,Springer,0,Thursday,1,2,0.6,0.6212,0.43,0.3881,20,282,302,March,2012
10268,2012-03-08,Springer,0,Thursday,1,1,0.6,0.6212,0.43,0.3881,27,206,233,March,2012
10269,2012-03-08,Springer,0,Thursday,1,1,0.56,0.5303,0.49,0.3284,12,141,153,March,2012
10270,2012-03-08,Springer,0,Thursday,1,2,0.56,0.5303,0.49,0.4478,6,88,94,March,2012
10271,2012-03-09,Springer,0,Friday,1,2,0.58,0.5455,0.49,0.4627,3,51,54,March,2012
10272,2012-03-09,Springer,0,Friday,1,3,0.56,0.5303,0.52,0.4925,4,22,26,March,2012
10273,2012-03-09,Springer,0,Friday,1,3,0.48,0.4697,0.77,0.4179,2,9,11,March,2012
10274,2012-03-09,Springer,0,Friday,1,1,0.46,0.4545,0.77,0.5224,0,7,7,March,2012
10275,2012-03-09,Springer,0,Friday,1,3,0.4,0.4091,0.66,0.2836,0,1,1,March,2012
10276,2012-03-09,Springer,0,Friday,1,3,0.4,0.4091,0.66,0.2836,2,27,29,March,2012
10277,2012-03-09,Springer,0,Friday,1,2,0.4,0.4091,0.5,0.3582,2,83,85,March,2012
10278,2012-03-09,Springer,0,Friday,1,2,0.38,0.3939,0.4,0.2985,6,262,268,March,2012
10279,2012-03-09,Springer,0,Friday,1,2,0.34,0.2879,0.42,0.5224,17,484,501,March,2012
10280,2012-03-09,Springer,0,Friday,1,2,0.34,0.2879,0.42,0.5224,17,267,284,March,2012
10281,2012-03-09,Springer,0,Friday,1,2,0.34,0.2879,0.36,0.4925,14,145,159,March,2012
10282,2012-03-09,Springer,0,Friday,1,2,0.36,0.3333,0.34,0.3582,17,170,187,March,2012
10283,2012-03-09,Springer,0,Friday,1,1,0.36,0.3333,0.34,0.4179,27,174,201,March,2012
10284,2012-03-09,Springer,0,Friday,1,2,0.38,0.3939,0.29,0.3881,49,175,224,March,2012
10285,2012-03-09,Springer,0,Friday,1,1,0.42,0.4242,0.28,0.4627,49,129,178,March,2012
10286,2012-03-09,Springer,0,Friday,1,1,0.46,0.4545,0.24,0.2537,50,188,238,March,2012
10287,2012-03-09,Springer,0,Friday,1,1,0.48,0.4697,0.23,0.4179,51,292,343,March,2012
10288,2012-03-09,Springer,0,Friday,1,1,0.46,0.4545,0.24,0.3881,68,498,566,March,2012
10289,2012-03-09,Springer,0,Friday,1,1,0.44,0.4394,0.26,0.5224,30,440,470,March,2012
10290,2012-03-09,Springer,0,Friday,1,1,0.42,0.4242,0.28,0.6119,12,232,244,March,2012
10291,2012-03-09,Springer,0,Friday,1,1,0.38,0.3939,0.32,0.3582,3,156,159,March,2012
10292,2012-03-09,Springer,0,Friday,1,1,0.36,0.3333,0.34,0.3284,8,133,141,March,2012
10293,2012-03-09,Springer,0,Friday,1,1,0.34,0.2879,0.31,0.4925,7,100,107,March,2012
10294,2012-03-09,Springer,0,Friday,1,1,0.32,0.303,0.33,0.2985,9,77,86,March,2012
10295,2012-03-10,Springer,0,Saturday,0,1,0.3,0.2727,0.36,0.3582,9,68,77,March,2012
10296,2012-03-10,Springer,0,Saturday,0,1,0.3,0.2879,0.36,0.2537,1,50,51,March,2012
10297,2012-03-10,Springer,0,Saturday,0,1,0.26,0.2424,0.41,0.2537,12,30,42,March,2012
10298,2012-03-10,Springer,0,Saturday,0,1,0.26,0.2273,0.41,0.2985,0,16,16,March,2012
10299,2012-03-10,Springer,0,Saturday,0,1,0.24,0.2121,0.41,0.3582,1,3,4,March,2012
10300,2012-03-10,Springer,0,Saturday,0,1,0.22,0.2121,0.42,0.2836,3,7,10,March,2012
10301,2012-03-10,Springer,0,Saturday,0,1,0.22,0.2121,0.44,0.2836,1,11,12,March,2012
10302,2012-03-10,Springer,0,Saturday,0,1,0.22,0.2121,0.44,0.2537,4,36,40,March,2012
10303,2012-03-10,Springer,0,Saturday,0,1,0.22,0.2121,0.44,0.2985,15,96,111,March,2012
